title,href,price,property_type,main_features,key_main_features,Floor Area,Land Area,Rates,Levy,Bedrooms,Bathrooms,Province,City,Suburb,Area,Listing Number,Sold Date
2 Bed House in Katlehong,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/katlehong/T4140375,Sold,House,,,,294 m²,R 300,,2,1,gauteng,johannesburg,johannesburg-south,katlehong,T4140375,2024-02-26
3 Bed Simplex in Meredale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/meredale/T4368902,Sold,Simplex,,,78 ,,R 712,,3,2,gauteng,johannesburg,johannesburg-south,meredale,T4368902,2024-02-26
2 Bed Apartment in Oakdene,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/oakdene/T4403523,Sold,Apartment,,,101 ,,R 901,,2,2,gauteng,johannesburg,johannesburg-south,oakdene,T4403523,2024-02-26
3 Bed House in Southdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/robertsham/T4435310,Sold,House,,,,876 m²,R 840,,3,2,gauteng,johannesburg,johannesburg-south,robertsham,T4435310,2024-02-26
4 Bed House in Linmeyer,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/linmeyer/T4445417,Sold,House,,,,947 m²,R 1530,,4,2,gauteng,johannesburg,johannesburg-south,linmeyer,T4445417,2024-02-26
2 Bed Apartment in Oakdene,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/oakdene/T4403515,Sold,Apartment,,,101 ,,R 901,,2,2,gauteng,johannesburg,johannesburg-south,oakdene,T4403515,2024-02-26
3 Bed House in Ormonde,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ormonde/T4460819,Sold,House,,,109 ,311 m²,,,3,2,gauteng,johannesburg,johannesburg-south,ormonde,T4460819,2024-02-26
800 m² Land available in Liefde en Vrede,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/liefde-en-vrede/41-klipview-road/T4353464,Sold,Land,,,,800 m²,R 1200,,None,None,gauteng,johannesburg,johannesburg-south,liefde-en-vrede,T4353464,2024-02-26
3 Bed House in Naturena,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/naturena/T4254918,Sold,House,,,90 ,800 m²,,,3,1,gauteng,johannesburg,johannesburg-south,naturena,T4254918,2024-02-26
3 Bed House in Suideroord,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/suideroord/T4438047,Sold,House,,,,988 m²,R 1892,,3,2,gauteng,johannesburg,johannesburg-south,suideroord,T4438047,2024-02-26
4 Bed House in Ormonde,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ormonde/T4410830,Sold,House,,,,617 m²,R 1050,,4,2,gauteng,johannesburg,johannesburg-south,ormonde,T4410830,2024-02-26
3 Bed House in Mondeor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/mondeor/T4330722,Sold,House,,,,540 m²,R 1085,,3,2,gauteng,johannesburg,johannesburg-south,mondeor,T4330722,2024-02-26
4 Bed House in Mondeor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/mondeor/195-cortayne-avenue/T4439236,Sold,House,,,,,,,4,2,gauteng,johannesburg,johannesburg-south,mondeor,T4439236,2024-02-26
3 Bed House in Robertsham,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/robertsham/T4435239,Sold,House,,,,1342 m²,R 953,,3,2,gauteng,johannesburg,johannesburg-south,robertsham,T4435239,2024-02-26
3 Bed House in South Hills,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/south-hills/T4168944,Sold,House,,,80 ,653 m²,,,3,2,gauteng,johannesburg,johannesburg-south,south-hills,T4168944,2024-02-26
3 Bed House in Alveda,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/alveda/T4420860,Sold,House,,,,335 m²None,,,3,1,gauteng,johannesburg,johannesburg-south,alveda,T4420860,2024-02-26
2 Bed Townhouse in Haddon,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/haddon/T3750654,Sold,Townhouse,,,,,,,2,2,gauteng,johannesburg,johannesburg-south,haddon,T3750654,2024-02-26
1 Bed Apartment in Townsview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/rosettenville/T3756961,Sold,Apartment,,,49 ,,,R 508,1,1,gauteng,johannesburg,johannesburg-south,rosettenville,T3756961,2024-02-26
1 Bed House in Regents Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/regents-park/T4484955,Sold,House,,,,495 m²None,,,1,1,gauteng,johannesburg,johannesburg-south,regents-park,T4484955,2024-02-26
2 Bed Apartment in Jackal Creek Golf Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/jackal-creek-northriding/47-ss-oak-hill/61-elberta-road/T4448135,Sold,Apartment,,,71 ,2.5 ha,,,2,2,gauteng,johannesburg,north-riding-to-lanseria,jackal-creek-northriding,T4448135,2024-02-26
2 Bed Townhouse in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/24-clemens-corner-jn/0a-bouvet-ave/T4400167,Sold,Townhouse,,,70 ,8760 m²,,,2,1,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4400167,2024-02-26
2 Bed Apartment in Northgate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northgate/154-los-alamos/00-montrose-avenue/T4051982,Sold,Apartment,,,60 ,535 m²,,,2,1,gauteng,johannesburg,north-riding-to-lanseria,northgate,T4051982,2024-02-26
1 Bed Townhouse in Bromhof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/bromhof/68-caymans/332-san-marco-street/T4476251,Sold,Townhouse,,,83 ,,R 598,,1,1,gauteng,johannesburg,north-riding-to-lanseria,bromhof,T4476251,2024-02-26
3 Bed Apartment in Boskruin,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/boskruin/52-ss-boskruin-valley/10-wilgeboom-drive/T4145529,Sold,Apartment,,,95 ,5785 m²,,,3,1,gauteng,johannesburg,north-riding-to-lanseria,boskruin,T4145529,2024-02-26
2 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/9-9/T4301062,Sold,House,,,280 ,280 m²,,,2,1,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,T4301062,2024-02-26
2 Bed House in Northwold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northwold/14-tiffany-crescent/T4354839,Sold,House,,,,305 m²,R 892,,2,1,gauteng,johannesburg,north-riding-to-lanseria,northwold,T4354839,2024-02-26
2 Bed Townhouse in Sundowner,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/sundowner/14-ambleside/776-douglas-road/T4387877,Sold,Townhouse,,,83 ,,R 380,,2,1,gauteng,johannesburg,north-riding-to-lanseria,sundowner,T4387877,2024-02-26
2 Bed Townhouse in Bromhof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/bromhof/28-amarja/42-suikerbekkie-st/T4377861,Sold,Townhouse,,,80 ,,R 378,,2,1.5,gauteng,johannesburg,north-riding-to-lanseria,bromhof,T4377861,2024-02-26
2 Bed Townhouse in Olivedale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/olivedale/20-melody-lane/48-jacaranda-ave/T4126227,Sold,Townhouse,,,106 ,,R 900,,2,2,gauteng,johannesburg,north-riding-to-lanseria,olivedale,T4126227,2024-02-26
3 Bed Townhouse in Bromhof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/bromhof/91-bush-lodge/1-suikerbekkie-road/T4344485,Sold,Townhouse,,,148 ,,R 842,,3,2.5,gauteng,johannesburg,north-riding-to-lanseria,bromhof,T4344485,2024-02-26
2 Bed House in Northwold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northwold/0-zeven-rosen/43-tiffany-cres/T4429623,Sold,House,,,,485 m²,R 400,,2,2,gauteng,johannesburg,north-riding-to-lanseria,northwold,T4429623,2024-02-26
3 Bed Townhouse in Olivedale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/olivedale/20-ss-harmony-corner/29-jacaranda-avenue/T4262094,Sold,Townhouse,,,171 ,,R 1000,,3,2,gauteng,johannesburg,north-riding-to-lanseria,olivedale,T4262094,2024-02-26
3715 m² Land available in Blair Atholl Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/blair-atholl-estate/310-wetlands-meander-street/T4230316,Sold,Land,,,,3715 m²,R 4200,,None,None,gauteng,johannesburg,north-riding-to-lanseria,blair-atholl-estate,T4230316,2024-02-26
3 Bed House in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/11-carriesbrook/138-bellairs-drive/T4310499,Sold,House,,,185 ,319 m²,,,3,2,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4310499,2024-02-26
3 Bed Cluster in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/25-earthbound-blandford-road/T4202337,Sold,Cluster,,,,374 m²,R 1130,,3,2,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4202337,2024-02-26
2 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/1-south-africa-street/T4482811,Sold,House,,,306 ,,R 797,,2,2,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,T4482811,2024-02-26
3 Bed Townhouse in Sundowner,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/sundowner/35-arman-place/1-keurboom-street/T4485537,Sold,Townhouse,,,127 ,1.7 ha,,,3,2,gauteng,johannesburg,north-riding-to-lanseria,sundowner,T4485537,2024-02-26
1 Bed Apartment in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T3904123,Sold,Apartment,,,50 ,50 m²,,,1,1,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T3904123,2024-02-26
1 Bed Apartment in Olivedale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/olivedale/T4370243,Sold,Apartment,,,51 ,,R 660,,1,1,gauteng,johannesburg,north-riding-to-lanseria,olivedale,T4370243,2024-02-26
2 Bed Apartment in Northgate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northgate/T4230837,Sold,Apartment,,,109 ,,R 600,,2,2,gauteng,johannesburg,north-riding-to-lanseria,northgate,T4230837,2024-02-26
2 Bed Townhouse in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4430737,Sold,Townhouse,,,70 ,7487 m²,,,2,1,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4430737,2024-02-26
2 Bed Townhouse in Northwold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northwold/T4327054,Sold,Townhouse,,,71 ,,R 395,,2,1,gauteng,johannesburg,north-riding-to-lanseria,northwold,T4327054,2024-02-26
3 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4336013,Sold,House,,,,191 m²,R 345,,3,1.5,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,T4336013,2024-02-26
3 Bed Townhouse in North Riding AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4421987,Sold,Townhouse,,,63 ,,R 470,,3,2,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4421987,2024-02-26
2 Bed Townhouse in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4340980,Sold,Townhouse,,,71 ,,R 336,,2,1,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4340980,2024-02-26
2 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4426371,Sold,House,,,,454 m²,R 187,,2,1,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,T4426371,2024-02-26
5 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4406868,Sold,House,,,75 ,389 m²,,,5,5,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,T4406868,2024-02-26
5 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T3773765,Sold,House,,,150 ,298 m²,,,5,3,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,T3773765,2024-02-26
3 Bed Simplex in Northwold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northwold/T4449155,Sold,Simplex,,,103 ,1.2 ha,,,3,1.5,gauteng,johannesburg,north-riding-to-lanseria,northwold,T4449155,2024-02-26
6 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4469600,Sold,House,,,45 ,300 m²,,,6,4,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,T4469600,2024-02-26
3 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T3934207,Sold,House,,,98 ,440 m²,,,3,2,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,T3934207,2024-02-26
3 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4331618,Sold,House,,,285 ,285 m²,,,3,2,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,T4331618,2024-02-26
3 Bed Townhouse in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4416749,Sold,Townhouse,,,128 ,,R 449,,3,2,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4416749,2024-02-26
3 Bed Townhouse in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4454732,Sold,Townhouse,,,111 ,,R 918,,3,2,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4454732,2024-02-26
3 Bed Duplex in Sundowner,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/sundowner/T4521940,Sold,Duplex,,,127 ,,R 851,,3,2,gauteng,johannesburg,north-riding-to-lanseria,sundowner,T4521940,2024-02-26
2 Bed Townhouse in Northwold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northwold/T4118730,Sold,Townhouse,,,136 ,,R 614,,2,1.5,gauteng,johannesburg,north-riding-to-lanseria,northwold,T4118730,2024-02-26
3 Bed Townhouse in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4507233,Sold,Townhouse,,,111 ,,R 919,,3,2,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4507233,2024-02-26
4 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T3696305,Sold,House,,,,538 m²,R 500,,4,3,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,T3696305,2024-02-26
2 Bed Townhouse in Northwold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northwold/T4507706,Sold,Townhouse,,,105 ,1.6 ha,,,2,2,gauteng,johannesburg,north-riding-to-lanseria,northwold,T4507706,2024-02-26
3 Bed Duplex in Sundowner,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/sundowner/T4466338,Sold,Duplex,,,127 ,,R 851,,3,2,gauteng,johannesburg,north-riding-to-lanseria,sundowner,T4466338,2024-02-26
3 Bed Townhouse in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4453553,Sold,Townhouse,,,168 ,,R 1100,,3,2,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4453553,2024-02-26
3 Bed House in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4375586,Sold,House,,,,450 m²,R 986,,3,2,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4375586,2024-02-26
4 Bed House in Bromhof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/bromhof/T4431557,Sold,House,,,206 ,611 m²,,,4,3,gauteng,johannesburg,north-riding-to-lanseria,bromhof,T4431557,2024-02-26
4 Bed Townhouse in Bromhof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/bromhof/T4441702,Sold,Townhouse,,,209 ,,R 1280,,4,2,gauteng,johannesburg,north-riding-to-lanseria,bromhof,T4441702,2024-02-26
3 Bed House in Johannesburg North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/johannesburg-north/T4415845,Sold,House,,,,1321 m²,R 1275,,3,2,gauteng,johannesburg,north-riding-to-lanseria,johannesburg-north,T4415845,2024-02-26
4 Bed House in Johannesburg North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/johannesburg-north/T4165156,Sold,House,,,295 ,1369 m²,,,4,4,gauteng,johannesburg,north-riding-to-lanseria,johannesburg-north,T4165156,2024-02-26
3 Bed House in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4482484,Sold,House,,,196 ,465 m²,,,3,3,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4482484,2024-02-26
3923 m² Land available in Blair Atholl Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/blair-atholl-estate/T4037061,Sold,Land,,,,3923 m²,,R 13950,None,None,gauteng,johannesburg,north-riding-to-lanseria,blair-atholl-estate,T4037061,2024-02-26
2 Bed Apartment in Northwold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northwold/T4135005,Sold,Apartment,,,57 ,,,,2,1,gauteng,johannesburg,north-riding-to-lanseria,northwold,T4135005,2024-02-26
2 Bed Townhouse in Northwold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northwold/T4472309,Sold,Townhouse,,,80 ,,,,2,1,gauteng,johannesburg,north-riding-to-lanseria,northwold,T4472309,2024-02-26
6 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4488836,Sold,House,,,,,R 600None,,6,5,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,T4488836,2024-02-26
2 Bed Simplex in Sonneglans,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/sonneglans/T4495014,Sold,Simplex,,,,,R 674None,,2,2,gauteng,johannesburg,north-riding-to-lanseria,sonneglans,T4495014,2024-02-26
2 Bed House in Bromhof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/bromhof/T4463694,Sold,House,,,,722 m²None,,,2,1,gauteng,johannesburg,north-riding-to-lanseria,bromhof,T4463694,2024-02-26
6 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4267495,Sold,House,,,,450 m²None,,,6,4,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,T4267495,2024-02-26
3 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4394141,Sold,House,,,,634 m²None,,,3,2,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,T4394141,2024-02-26
4 Bed House in Sundowner,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/sundowner/T4440395,Sold,House,,,292 ,1075 m²,,,4,3.5,gauteng,johannesburg,north-riding-to-lanseria,sundowner,T4440395,2024-02-26
4 Bed House in Bromhof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/bromhof/T4221860,Sold,House,,,,797 m²None,,,4,3,gauteng,johannesburg,north-riding-to-lanseria,bromhof,T4221860,2024-02-26
3 Bed Cluster in Northwold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northwold/16-sect-16-of-plan-3321996-known-as-fernwood/605-maple-drive/T4428007,Sold,Cluster,,,,165 m²,R 994,,3,2,gauteng,johannesburg,north-riding-to-lanseria,northwold,T4428007,2024-02-26
1 Bed Apartment in Jackal Creek Golf Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/jackal-creek-northriding/80-wentworth/209-jackal-creek-golf-estate/T4069491,Sold,Apartment,,,39 ,,R 340,,1,1,gauteng,johannesburg,north-riding-to-lanseria,jackal-creek-northriding,T4069491,2024-02-26
3 Bed House in Riverlea,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/riverlea/37-gazania-road/T4461704,Sold,House,,,,323 m²,R 616,,3,2,gauteng,johannesburg,northcliff,riverlea,T4461704,2024-02-26
5 Bed House in Montgomery Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/montgomery-park/2-hugo-naude-street/T4490762,Sold,House,,,,744 m²,R 1070,,5,3,gauteng,johannesburg,northcliff,montgomery-park,T4490762,2024-02-26
4 Bed House in Westdene,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/westdene/6-ludlow-road/T4312187,Sold,House,,,,495 m²,R 865,,4,3,gauteng,johannesburg,northcliff,westdene,T4312187,2024-02-26
3 Bed Townhouse in Quellerina,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/quellerina/4-ss-twenty-1-on-majuba/21-majuba-avenue/T3816574,Sold,Townhouse,,,204 ,1867 m²,,,3,2.5,gauteng,johannesburg,northcliff,quellerina,T3816574,2024-02-26
3 Bed House in Florida Glen,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/florida-glen/8-ciliaris/T4460606,Sold,House,,,,1051 m²,R 1274,,3,3,gauteng,johannesburg,northcliff,florida-glen,T4460606,2024-02-26
4 Bed Townhouse in Fairland,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/fairland/T4489790,Sold,Townhouse,,,153 ,5953 m²,,,4,3,gauteng,johannesburg,northcliff,fairland,T4489790,2024-02-26
