Unnamed: 0,Title,Href,Bedrooms,Bathrooms,Covered Parkings,Lounges,Storeys,Access Gate,Balcony,BIC,Electric Fencing,Kitchen,Security Post,Main Value 3,Price,Dining Areas,En-suite,Open Parkings,Alarm,Entrance Hall,Family Tv Room,Fenced,Fireplace,Garden,Guest Toilet,Intercom,Laundry,Pantry,Patio,Paving,Pet Friendly,Pool,Scullery,Staff Quarters,Storage,Study,Garages,Flatlets,Satellite,Wheel Chair Friendly,Main Value 4,Gym,Air Con,Scenic View,Club House,Deck,Built In Braai,Garden Cottage,Walk In Closet,Lapa,Irrigation System,Golf Course,Water Included,Furnished,Tv,Tennis Court,Spa Bath,Squash Court,Sea View,Jetty Berth,Borehole,Electricity Included,Floor Area,Land Area,Rates,Levy,Province,City,Suburb,Area,Sold Date,List ID
5475,3 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4181482,3,2,None,1,None,None,✔,None,None,None,✔,LevyR 3478,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,126 m²RatesR 1500,,R 1500,,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,2024-02-23,T4181482
5514,2 Bed Cluster in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/T4314984,2,2,None,2,None,None,None,✔,None,✔,✔,LevyR 2000,Sold,None,1,None,None,✔,✔,None,None,✔,None,✔,None,None,✔,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,196 m²,R 1800,,gauteng,johannesburg,sandton-and-bryanston-north,morningside,2024-02-23,T4314984
5517,2 Bed Apartment in Illovo,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/illovo/T4240053,2,2,1,1,1,✔,None,None,✔,✔,✔,RatesR 988,Sold,1,1,None,None,✔,None,None,None,None,None,None,None,None,✔,✔,None,✔,None,None,None,None,None,None,None,None,LevyR 3300,None,✔,✔,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,108 m²,3932 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,illovo,2024-02-23,T4240053
5681,2 Bed Townhouse in Bryanston East,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4396919,2,2,None,2,None,✔,None,None,✔,✔,✔,None,Sold,1,1,1,None,✔,✔,None,✔,✔,None,None,None,None,✔,✔,✔,✔,✔,None,None,✔,1,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,140 m²RatesR 649,,R 649,,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,2024-02-23,T4396919
5692,2 Bed Apartment in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/T4227534,2,1,None,2,None,None,None,None,None,✔,None,LevyR 3900,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,108 m²RatesR 1787,,R 1787,,gauteng,johannesburg,sandton-and-bryanston-north,morningside,2024-02-23,T4227534
5701,3 Bed Townhouse in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/T4007981,3,2,None,1,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,✔,None,✔,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,169 m²LevyR 3062,,,R 3062,gauteng,johannesburg,sandton-and-bryanston-north,morningside,2024-02-23,T4007981
5755,3 Bed Townhouse in Morningside Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside-manor/T4311197,3,2.5,None,1,None,None,None,None,None,✔,None,LevyR 3363,Sold,1,None,None,None,None,None,None,None,✔,None,None,None,None,✔,None,✔,None,None,✔,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,161 m²RatesR 1561,,R 1561,,gauteng,johannesburg,sandton-and-bryanston-north,morningside-manor,2024-02-23,T4311197
5771,3 Bed Townhouse in River Club,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/river-club/T4167011,3,2.5,None,3,None,✔,None,✔,✔,✔,None,LevyR 3781,Sold,None,1,None,✔,✔,None,✔,None,✔,None,✔,None,✔,✔,None,None,✔,None,✔,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,193 m²RatesR 1921,,R 1921,,gauteng,johannesburg,sandton-and-bryanston-north,river-club,2024-02-23,T4167011
5833,3 Bed Townhouse in Magaliessig,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/magaliessig/T4411649,3,2,None,1,None,None,None,✔,None,✔,None,RatesR 1527,Sold,None,1,None,None,None,None,None,None,✔,None,✔,✔,None,✔,None,✔,None,None,None,None,None,2,None,None,None,LevyR 3395,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,127 m²,4004 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,magaliessig,2024-02-23,T4411649
5856,4 Bed Townhouse in Gallo Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/gallo-manor/T3792328,4,3,None,2,None,None,None,None,None,✔,None,LevyR 3516,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,✔,None,✔,None,✔,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,245 m²RatesR 1599,,R 1599,,gauteng,johannesburg,sandton-and-bryanston-north,gallo-manor,2024-02-23,T3792328
5897,3 Bed Apartment in Sandhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/sandhurst/T4362551,3,2,None,1,None,✔,✔,None,✔,None,✔,LevyR 5500,Sold,1,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,✔,None,None,None,✔,1,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,,159 m²,R 1830,,gauteng,johannesburg,sandton-and-bryanston-north,sandhurst,2024-02-23,T4362551
5967,3 Bed House in Gallo Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/gallo-manor/T4262792,3,2,4,1,None,None,None,None,None,✔,None,None,Sold,1,None,1,None,✔,None,None,None,✔,None,None,None,None,✔,None,None,✔,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,2331 m²,R 2265,,gauteng,johannesburg,sandton-and-bryanston-north,gallo-manor,2024-02-23,T4262792
6024,2 Bed Cluster in Strathavon,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/strathavon/T4268271,2,2.5,None,2,None,None,None,None,None,✔,None,RatesR 2463,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,✔,None,✔,None,None,2,None,None,None,LevyR 2200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,220 m²,639 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,strathavon,2024-02-23,T4268271
6090,6 Bed House in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4041825,6,3.5,None,2,None,None,✔,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,✔,None,✔,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,2724 m²,R 1942,,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,2024-02-23,T4041825
6205,4 Bed House in Parkmore,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/parkmore/T4291170,4,2,None,2,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,✔,None,✔,None,None,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,991 m²,R 2500,,gauteng,johannesburg,sandton-and-bryanston-north,parkmore,2024-02-23,T4291170
6215,4 Bed House in Woodmead,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/woodmead/T4265696,4,3,None,2,None,✔,None,None,None,None,✔,None,Sold,1,None,None,✔,✔,None,None,None,None,✔,None,None,None,✔,None,✔,✔,✔,✔,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1732 m²,R 2780,,gauteng,johannesburg,sandton-and-bryanston-north,woodmead,2024-02-23,T4265696
6231,5 Bed House in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T3593648,5,2.5,None,2,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,✔,None,✔,None,✔,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,2670 m²,R 2049,,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,2024-02-23,T3593648
6246,2 Bed Apartment in Illovo,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/illovo/T3784527,2,2,None,1,None,None,None,None,None,✔,None,LevyR 4732,Sold,1,None,1,None,✔,None,None,None,✔,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,181 m²RatesR 1784,,R 1784,,gauteng,johannesburg,sandton-and-bryanston-north,illovo,2024-02-23,T3784527
6275,4 Bed House in Gallo Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/gallo-manor/T4374653,4,2.5,None,1,None,None,None,None,None,✔,None,None,Sold,1,None,1,None,✔,✔,None,None,✔,None,None,None,None,✔,None,None,✔,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1248 m²,R 3080,,gauteng,johannesburg,sandton-and-bryanston-north,gallo-manor,2024-02-23,T4374653
6339,5 Bed House in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4127538,5,3,None,3,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,✔,None,✔,None,✔,None,✔,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1929 m²,R 2124,,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,2024-02-23,T4127538
6393,5 Bed House in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T3214706,5,3,None,4,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,✔,None,✔,None,✔,✔,None,✔,None,✔,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1983 m²,R 2207,,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,2024-02-23,T3214706
6439,5 Bed House in Strathavon,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/strathavon/T4124861,5,3.5,None,1,None,None,None,None,None,✔,None,RatesR 3462,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,✔,None,✔,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,450 m²,627 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,strathavon,2024-02-23,T4124861
6493,4 Bed House in Hurlingham,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/hurlingham/T4260494,4,2.5,None,2,None,None,✔,None,None,None,✔,RatesR 2630,Sold,1,None,None,None,None,None,None,None,None,None,None,✔,None,✔,None,✔,✔,None,✔,None,✔,2,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,430 m²,2660 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,hurlingham,2024-02-23,T4260494
6499,4 Bed House in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4144965,4,2.5,None,1,None,None,None,None,None,✔,None,None,Sold,1,None,1,None,✔,✔,None,None,✔,None,None,None,None,None,None,✔,✔,None,None,None,✔,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,2112 m²,R 2130,,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,2024-02-23,T4144965
6537,4 Bed Cluster in Strathavon,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/strathavon/T4444710,4,2.5,1,2,None,None,✔,None,None,✔,None,RatesR 3670,Sold,1,None,None,None,None,None,None,None,✔,None,None,None,None,✔,None,✔,✔,None,✔,None,✔,2,None,None,None,LevyR 1600,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,415 m²,377 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,strathavon,2024-02-23,T4444710
6583,4 Bed Cluster in Strathavon,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/strathavon/T4396862,4,2.5,2,2,None,None,None,None,None,✔,None,RatesR 3296,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,✔,None,✔,2,None,None,None,LevyR 1000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,357 m²,610 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,strathavon,2024-02-23,T4396862
6618,3 Bed House in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4125786,3,4,None,1,None,None,None,None,None,None,None,RatesR 2500,Sold,1,None,None,None,None,None,None,None,None,None,None,✔,None,✔,None,✔,✔,None,✔,None,✔,2,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,400 m²,3960 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,2024-02-23,T4125786
6648,3 Bed House in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/T4294327,3,2.5,None,3,None,None,None,✔,None,✔,None,None,Sold,None,1,None,✔,✔,✔,None,✔,None,✔,None,✔,None,None,None,None,✔,None,✔,✔,None,3,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,,1813 m²,R 3229,,gauteng,johannesburg,sandton-and-bryanston-north,morningside,2024-02-23,T4294327
6694,3 Bed House in Sandown,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/sandown/T4372021,3,3,None,2,None,None,None,None,None,None,None,RatesR 2000,Sold,1,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,✔,✔,None,None,None,✔,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,400 m²,493 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,sandown,2024-02-23,T4372021
6764,5 Bed House in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/T4407262,5,3,None,3,None,None,None,None,None,✔,None,RatesR 2651,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,None,None,2,None,None,None,LevyR 1200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,357 m²,1785 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,morningside,2024-02-23,T4407262
6866,4 Bed Cluster in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/T4280277,4,2.5,None,3,None,✔,✔,✔,None,✔,None,LevyR 500,Sold,None,1,None,✔,✔,✔,None,None,✔,None,✔,None,None,✔,None,None,✔,✔,✔,✔,✔,3,None,None,None,None,None,✔,None,None,None,None,None,✔,None,✔,None,None,None,None,None,None,None,None,None,None,None,,760 m²,R 5000,,gauteng,johannesburg,sandton-and-bryanston-north,morningside,2024-02-23,T4280277
6909,4 Bed House in Sandown,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/sandown/T4032418,4,4.5,None,3,None,None,✔,None,None,None,✔,RatesR 3075,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,✔,None,✔,None,None,2,None,None,None,LevyR 4540,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,380 m²,492 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,sandown,2024-02-23,T4032418
7071,4 Bed House in Hurlingham Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/hurlingham-manor/T4276046,4,4.5,None,None,None,None,None,None,None,None,✔,RatesR 2700,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,None,✔,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,406 m²,809 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,hurlingham-manor,2024-02-23,T4276046
7076,3 Bed House in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T3975301,3,4,None,3,None,None,None,None,None,None,✔,RatesR 6320,Sold,1,None,None,None,None,None,None,None,None,None,None,✔,None,✔,None,✔,✔,None,✔,None,✔,3,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,400 m²,6000 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,2024-02-23,T3975301
7077,4 Bed House in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T3777189,4,3,None,2,None,None,None,None,None,None,✔,RatesR 4500,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,✔,None,✔,None,✔,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,550 m²,3200 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,2024-02-23,T3777189
7116,3 Bed Cluster in Hyde Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/hyde-park/T4323111,3,4,None,4,None,✔,None,None,✔,None,✔,LevyR 5100,Sold,None,3,None,✔,None,None,None,None,✔,None,✔,None,None,None,None,✔,✔,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,,523 m²,R 4200,,gauteng,johannesburg,sandton-and-bryanston-north,hyde-park,2024-02-23,T4323111
7369,4 Bed House in Hyde Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/hyde-park/T4176107,4,4.5,None,2,None,None,None,None,None,✔,None,LevyR 5716,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,✔,None,✔,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1220 m²,R 9128,,gauteng,johannesburg,sandton-and-bryanston-north,hyde-park,2024-02-23,T4176107
7386,5 Bed House in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4249403,5,5.5,None,3,None,None,None,None,None,None,✔,RatesR 6500,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,✔,None,✔,None,✔,3,None,None,None,LevyR 1100,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,850 m²,1800 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,2024-02-23,T4249403
7589,2 Bed Apartment in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/T4211677,2,1,1,1,None,None,None,None,None,None,None,None,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,60 m²None,,,,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,2024-02-23,T4211677
7799,3 Bed Apartment in Illovo,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/illovo/T4194492,3,2,None,1,None,None,None,None,None,✔,None,None,Sold,1,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,116 m²None,,,,gauteng,johannesburg,sandton-and-bryanston-north,illovo,2024-02-23,T4194492
7840,2 Bed Apartment in Illovo,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/illovo/T4230025,2,2,None,1,None,None,None,None,None,✔,None,None,Sold,1,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,96 m²None,,,,gauteng,johannesburg,sandton-and-bryanston-north,illovo,2024-02-23,T4230025
7928,4 Bed House in Gallo Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/gallo-manor/T4453360,4,2,None,None,None,None,None,None,None,None,None,None,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,✔,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1520 m²None,,,gauteng,johannesburg,sandton-and-bryanston-north,gallo-manor,2024-02-23,T4453360
7974,3 Bed House in Sandown,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/sandown/T4331848,3,2.5,None,1,None,None,None,None,None,✔,None,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,✔,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,240 m²,445 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,sandown,2024-02-23,T4331848
8011,3 Bed House in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/T4209984,3,2,None,1,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,✔,None,✔,None,✔,✔,None,✔,None,✔,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,449 m²None,,,gauteng,johannesburg,sandton-and-bryanston-north,morningside,2024-02-23,T4209984
8080,3 Bed House in Parkmore,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/parkmore/T4357288,3,2,None,1,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,✔,None,✔,None,✔,✔,None,None,None,None,2,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1090 m²None,,,gauteng,johannesburg,sandton-and-bryanston-north,parkmore,2024-02-23,T4357288
8171,5 Bed House in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/T4223860,5,3.5,None,2,None,None,None,✔,✔,✔,None,None,Sold,None,1,None,None,✔,✔,None,None,✔,✔,None,✔,✔,None,None,None,None,None,None,None,None,3,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1076 m²None,,,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,2024-02-23,T4223860
8225,4 Bed House in Parkmore,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/parkmore/T4215921,4,2,None,2,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,✔,None,✔,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1090 m²None,,,gauteng,johannesburg,sandton-and-bryanston-north,parkmore,2024-02-23,T4215921
8233,4 Bed House in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T3752409,4,3.5,None,3,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,✔,None,✔,None,✔,3,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1000 m²,3001 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,2024-02-23,T3752409
8304,4 Bed Cluster in Hurlingham,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/hurlingham/T4060252,4,3.5,None,4,None,✔,None,✔,None,✔,None,None,Sold,None,2,None,None,None,✔,None,✔,✔,✔,✔,None,✔,None,None,None,✔,✔,✔,None,✔,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1249 m²None,,,gauteng,johannesburg,sandton-and-bryanston-north,hurlingham,2024-02-23,T4060252
8306,4 Bed House in Hurlingham,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/hurlingham/T4396752,4,3.5,None,4,None,None,None,✔,✔,✔,None,None,Sold,None,3,None,✔,✔,✔,None,✔,✔,✔,✔,None,✔,None,None,None,✔,✔,✔,None,✔,2,None,None,None,None,None,✔,None,None,None,None,None,None,None,✔,None,None,None,None,✔,None,None,None,None,None,None,,4238 m²None,,,gauteng,johannesburg,sandton-and-bryanston-north,hurlingham,2024-02-23,T4396752
8339,4 Bed House in Hurlingham,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/hurlingham/T4241345,4,3.5,None,3,None,None,None,✔,✔,✔,None,None,Sold,None,2,None,✔,None,✔,None,✔,None,✔,None,None,None,None,None,None,✔,✔,✔,None,None,2,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1983 m²None,,,gauteng,johannesburg,sandton-and-bryanston-north,hurlingham,2024-02-23,T4241345
8371,3 Bed Cluster in Sandhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/sandhurst/T3977208,3,3,None,3,None,✔,None,None,✔,✔,✔,None,Sold,None,4,None,✔,✔,✔,None,None,✔,None,✔,None,None,✔,None,None,✔,None,None,None,✔,2,None,None,None,None,None,None,None,None,None,✔,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,,420 m²None,,,gauteng,johannesburg,sandton-and-bryanston-north,sandhurst,2024-02-23,T3977208
