Unnamed: 0,Title,Href,Bedrooms,Bathrooms,Covered Parkings,Lounges,Storeys,Access Gate,Balcony,BIC,Electric Fencing,Kitchen,Security Post,Main Value 3,Price,Dining Areas,En-suite,Open Parkings,Alarm,Entrance Hall,Family Tv Room,Fenced,Fireplace,Garden,Guest Toilet,Intercom,Laundry,Pantry,Patio,Paving,Pet Friendly,Pool,Scullery,Staff Quarters,Storage,Study,Garages,Flatlets,Satellite,Wheel Chair Friendly,Main Value 4,Gym,Air Con,Scenic View,Club House,Deck,Built In Braai,Garden Cottage,Walk In Closet,Lapa,Irrigation System,Golf Course,Water Included,Furnished,Tv,Tennis Court,Spa Bath,Squash Court,Sea View,Jetty Berth,Borehole,Electricity Included,Floor Area,Land Area,Rates,Levy,Province,City,Suburb,Area,Sold Date,List ID
8408,4 Bed House in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/T3722650,4,4.5,None,2,None,None,✔,None,None,None,✔,None,Sold,2,None,None,None,None,None,None,None,None,None,None,✔,None,✔,None,✔,✔,None,✔,None,✔,2,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,2035 m²None,,,gauteng,johannesburg,sandton-and-bryanston-north,morningside,2024-02-23,T3722650
8415,4115 m² Land available in Sandown,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/sandown/T3564019,None,None,None,None,None,None,None,None,None,None,None,None,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,4115 m²None,,,gauteng,johannesburg,sandton-and-bryanston-north,sandown,2024-02-23,T3564019
8509,5 Bed House in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4393747,5,6.5,2,3,None,None,✔,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,✔,None,✔,None,✔,✔,None,✔,None,✔,4,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1000 m²,9828 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,2024-02-23,T4393747
8576,6 Bed House in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T3890876,6,6.5,None,4,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,✔,None,✔,None,✔,5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1200 m²,4000 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,2024-02-23,T3890876
8616,2 Bed Apartment in Rembrandt Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/rembrandt-park/T4112587,2,1,None,1,None,None,None,None,None,✔,None,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,gauteng,johannesburg,sandton-and-bryanston-north,rembrandt-park,2024-02-23,T4112587
8783,1 Bed Apartment in Linbro Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/linbro-park/T4324119,1,1,1,1,None,None,None,None,None,None,None,LevyR 1172,Sold,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,40 m²RatesR 570,,R 570,,gauteng,johannesburg,sandton-and-bryanston-north,linbro-park,2024-02-23,T4324119
8833,1 Bed Apartment in Atholl,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/atholl/T3692085,1,1,None,1,None,None,None,None,None,✔,None,LevyR 3000,Sold,1,None,1,None,None,None,None,None,✔,None,None,None,None,✔,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,56 m²RatesR 500,,R 500,,gauteng,johannesburg,sandton-and-bryanston-north,atholl,2024-02-23,T3692085
9062,3 Bed House in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4128142,3,3,None,1,None,None,✔,None,✔,✔,✔,None,Sold,3,None,2,None,None,✔,None,None,✔,✔,✔,None,None,None,✔,✔,✔,None,None,✔,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,2024-02-23,T4128142
9069,5 Bed House in Bramley Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bramley-park/19-beryl-ave/T3699691,5,3,None,4,None,None,None,None,None,None,None,None,Sold,None,None,10,None,None,None,None,None,✔,None,None,None,None,None,None,None,✔,None,✔,None,None,2,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1010 m²,R 1000,,gauteng,johannesburg,sandton-and-bryanston-north,bramley-park,2024-02-23,T3699691
9074,5 Bed House in River Club,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/river-club/8-bagatelle/14-coleraine-drive/T4334746,5,5,None,4,None,None,None,None,None,None,None,RatesR 4398,Sold,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,✔,✔,None,✔,None,None,2,None,None,None,LevyR 5840,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,710 m²,875 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,river-club,2024-02-23,T4334746
9075,4 Bed House in Lombardy East,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/lombardy-east/33-milton-road/T4315961,4,3,None,1,None,None,None,None,None,None,None,None,Sold,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,✔,None,None,✔,None,None,2,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,2023 m²,R 1150,,gauteng,johannesburg,sandton-and-bryanston-north,lombardy-east,2024-02-23,T4315961
9078,3 Bed Apartment in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/408-west-road-south/22-west-road/T4205005,3,3.5,2,3,None,None,None,None,None,None,None,None,Sold,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,✔,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,184 m²RatesR 3091,,R 3091,,gauteng,johannesburg,sandton-and-bryanston-north,morningside,2024-02-23,T4205005
9079,2 Bed Apartment in Morningside Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside-manor/7-morningside-terraces/32-gary-avenue/T4182389,2,2,None,None,None,None,None,None,None,None,None,LevyR 3119,Sold,None,None,1,None,None,None,None,None,✔,None,None,None,None,None,None,None,✔,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,93 m²RatesR 1004,,R 1004,,gauteng,johannesburg,sandton-and-bryanston-north,morningside-manor,2024-02-23,T4182389
9080,1 Bed Apartment in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/16-sandton-skye/1-stan-close/T4085274,1,1,None,None,None,None,None,None,None,None,None,None,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,38 m²RatesR 1409,,R 1409,,gauteng,johannesburg,sandton-and-bryanston-north,morningside,2024-02-23,T4085274
9081,6 Bed House in River Club,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/river-club/37-panners-lane/T4039320,6,5,None,None,None,None,None,None,None,None,None,LevyR 493,Sold,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,✔,✔,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1945 m²,R 4017,,gauteng,johannesburg,sandton-and-bryanston-north,river-club,2024-02-23,T4039320
9099,2 Bed Apartment in Magaliessig,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/magaliessig/T4077869,2,1,1,1,None,None,None,None,None,None,None,LevyR 1800,Sold,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,70 m²RatesR 600,,R 600,,gauteng,johannesburg,sandton-and-bryanston-north,magaliessig,2024-02-23,T4077869
9120,3 Bed House in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4073196,3,2,None,1,None,None,None,None,None,None,None,LevyR 2100,Sold,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,✔,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,164 m²,R 3462,,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,2024-02-23,T4073196
9161,3 Bed House in Riverlea,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/riverlea/37-gazania-road/T4461704,3,2,None,1,None,✔,None,None,None,✔,None,LevyR 1,Sold,1,None,3,None,✔,✔,None,None,✔,None,None,None,None,None,✔,✔,None,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,323 m²,R 616,,gauteng,johannesburg,northcliff,riverlea,2024-02-23,T4461704
9166,4 Bed House in Westdene,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/westdene/6-ludlow-road/T4312187,4,3,None,2,None,✔,None,None,✔,✔,None,LevyR 1,Sold,1,2,None,✔,None,✔,None,✔,✔,None,None,None,None,✔,None,✔,None,None,✔,None,None,3,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,495 m²,R 865,,gauteng,johannesburg,northcliff,westdene,2024-02-23,T4312187
9178,3 Bed House in Melville,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/melville/73-7th-avenue/T4353639,3,2,None,1,1,✔,None,None,✔,✔,None,None,Sold,1,1,None,✔,None,None,✔,✔,✔,None,None,✔,None,✔,None,✔,✔,✔,None,None,None,1,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,374 m²,R 1136,,gauteng,johannesburg,northcliff,melville,2024-02-23,T4353639
9185,3 Bed Townhouse in Linden,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/linden/2-ss-lin41530/115a-5th-street/T4302892,3,2,None,1,None,✔,None,None,None,✔,None,RatesR 1384,Sold,1,1,2,None,None,✔,None,None,✔,None,✔,None,None,✔,✔,✔,None,None,None,✔,None,2,None,None,None,LevyR 1555,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,142 m²,1169 m²,,,gauteng,johannesburg,northcliff,linden,2024-02-23,T4302892
9187,3 Bed House in Florida Glen,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/florida-glen/18-odelia-street/T4408221,3,2,None,1,None,✔,None,None,None,✔,None,LevyR 1214,Sold,1,1,2,None,None,✔,None,None,✔,✔,✔,None,✔,None,✔,✔,None,None,None,None,✔,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,437 m²,R 931,,gauteng,johannesburg,northcliff,florida-glen,2024-02-23,T4408221
9189,3 Bed House in Florida Glen,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/florida-glen/8-ciliaris/T4460606,3,3,2,1,2,✔,✔,✔,✔,✔,None,None,Sold,1,1,4,None,✔,None,✔,✔,✔,✔,None,✔,None,✔,✔,✔,✔,✔,✔,✔,✔,2,✔,None,None,None,✔,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,,1051 m²,R 1274,,gauteng,johannesburg,northcliff,florida-glen,2024-02-23,T4460606
9192,5 Bed House in Risidale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/risidale/5-st-helena-road/T4388771,5,3,None,2,None,✔,None,None,✔,✔,None,LevyR 1,Sold,2,1,4,✔,✔,✔,None,✔,✔,None,✔,✔,✔,✔,✔,✔,✔,✔,✔,✔,✔,2,✔,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1525 m²,R 1707,,gauteng,johannesburg,northcliff,risidale,2024-02-23,T4388771
9200,7 Bed House in Linden,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/linden/57-7th-street/T4352469,7,6,None,None,None,✔,None,None,✔,✔,None,LevyR 1,Sold,1,1,4,✔,✔,✔,None,None,✔,✔,✔,✔,✔,✔,✔,✔,None,✔,None,✔,✔,2,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1487 m²,R 3325,,gauteng,johannesburg,northcliff,linden,2024-02-23,T4352469
9225,4 Bed Townhouse in Fairland,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/fairland/T4489790,4,3,1,1,1,✔,None,✔,None,✔,None,RatesR 1069,Sold,1,1,2,✔,✔,✔,None,None,✔,✔,None,✔,None,✔,✔,✔,✔,None,✔,None,None,1,✔,✔,None,LevyR 2874,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,153 m²,5953 m²,,,gauteng,johannesburg,northcliff,fairland,2024-02-23,T4489790
9257,1 Bed Apartment in Blackheath,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/blackheath/9-crestview-mews/277-weltevreden-road/T3753986,1,1,None,1,None,None,None,None,None,None,✔,LevyR 1800,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,55 m²RatesR 418,,R 418,,gauteng,johannesburg,northcliff,blackheath,2024-02-23,T3753986
9280,2 Bed Townhouse in Albertville,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/albertville/14-syringa/9-roxy-drive/T4392617,2,1,None,2,None,None,None,None,None,None,None,LevyR 2500,Sold,None,None,1,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,90 m²RatesR 500,,R 500,,gauteng,johannesburg,northcliff,albertville,2024-02-23,T4392617
9290,2 Bed Apartment in Northcliff,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/northcliff/16-sunset-oaks/119-gordon-road/T4363628,2,1,None,1,1,✔,None,✔,None,✔,None,RatesR 864,Sold,1,None,None,None,None,None,None,None,✔,✔,None,None,None,✔,✔,✔,None,None,None,None,None,1,None,None,None,LevyR 1483,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,100 m²,4479 m²,,,gauteng,johannesburg,northcliff,northcliff,2024-02-23,T4363628
9305,2 Bed Apartment in Fairland,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/fairland/89-smit-street/T4389287,2,1,2,1,None,None,None,None,None,✔,None,LevyR 1908,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,66 m²RatesR 323,,R 323,,gauteng,johannesburg,northcliff,fairland,2024-02-23,T4389287
9346,2 Bed Apartment in Montgomery Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/montgomery-park/212-ss-calais/31-west-park-road/T4358233,2,1,None,1,None,✔,✔,None,None,✔,None,LevyR 1627,Sold,None,None,2,None,None,None,None,None,None,None,None,None,✔,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,67 m²RatesR 650,,R 650,,gauteng,johannesburg,northcliff,montgomery-park,2024-02-23,T4358233
9352,2 Bed Duplex in Fairland,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/fairland/4-fairpark/63-kessel-street/T4403707,2,1.5,None,1,2,✔,✔,✔,None,✔,None,LevyR 2876,Sold,1,None,None,None,None,None,✔,None,✔,✔,✔,None,None,✔,✔,None,None,None,None,✔,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,121 m²RatesR 1178,,R 1178,,gauteng,johannesburg,northcliff,fairland,2024-02-23,T4403707
9393,2 Bed Simplex in Fairland,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/fairland/10-ndawendle-gardens/87-davidson-street/Z47371,2,2,1,1,1,✔,None,None,✔,None,✔,LevyR 2250,Sold,1,1,None,None,None,None,None,None,None,None,✔,None,None,✔,None,✔,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,88 m²RatesR 1000,,R 1000,,gauteng,johannesburg,northcliff,fairland,2024-02-23,Z47371
9394,2 Bed Townhouse in Bergbron,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/bergbron/41-ss-silver-palm-estate/39-gordon-road/T4343340,2,1,None,1,None,✔,None,None,None,✔,None,LevyR 2432,Sold,1,None,2,None,None,None,✔,None,✔,None,✔,None,None,None,None,✔,✔,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,100 m²RatesR 571,,R 571,,gauteng,johannesburg,northcliff,bergbron,2024-02-23,T4343340
